views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
4376218,325,384,1,44,TEDGlobal 2013,Arthur Benjamin,Arthur Benjamin: The magic of Fibonacci numbers,Mathemagician,The magic of Fibonacci numbers,"Math is logical, functional and just ... awesome. Mathemagician Arthur Benjamin explores hidden properties of that weird and wonderful set of numbers, the Fibonacci series. (And reminds you that mathematics can be inspiring, too!)"
2060055,833,983,1,25,TEDGlobal 2013,Dambisa Moyo,Dambisa Moyo: Is China the new idol for emerging economies?,Global economist,Is China the new idol for emerging economies?,"The developed world holds up the ideals of capitalism, democracy and political rights for all. Those in emerging markets often don't have that luxury. In this powerful talk, economist Dambisa Moyo makes the case that the west can't afford to rest on its laurels and imagine others will blindly follow. Instead, a different model, embodied by China, is increasingly appealing. A call for open-minded political and economic cooperation in the name of transforming the world."
1154880,147,438,1,33,TEDGlobal 2013,Jane McGonigal,Jane McGonigal: Massively multi-player… thumb-wrestling?,Game Designer,Massively multi-player… thumb-wrestling?,"What happens when you get an entire audience to stand up and connect with one another? Chaos, that's what. At least, that's what happened when Jane McGonigal tried to teach TED to play her favorite game. Then again, when the game is ""massively multiplayer thumb-wrestling,"" what else would you expect?"
599368,138,810,1,23,TEDGlobal 2013,Lian Pin Koh,Lian Pin Koh: A drone's-eye view of conservation,Drones ecologist,A drone's-eye view of conservation,"Ecologist Lian Pin Koh makes a persuasive case for using drones to protect the world's forests and wildlife. These lightweight autonomous flying vehicles can track animals in their natural habitat, monitor the health of rainforests, even combat crime by detecting poachers via thermal imaging. Added bonus? They're also entirely affordable."
692579,177,830,1,28,TEDGlobal 2013,Greg Asner,Greg Asner: Ecology from the air,Airborne ecologist,Ecology from the air,"What are our forests really made of? From the air, ecologist Greg Asner uses a spectrometer and high-powered lasers to map nature in meticulous kaleidoscopic 3D detail -- what he calls ""a very high-tech accounting system"" of carbon. In this fascinating talk, Asner gives a clear message: To save our ecosystems, we need more data, gathered in new ways."
992489,291,553,1,27,TEDGlobal 2013,Andreas Raptopoulos,Andreas Raptopoulos: No roads? There's a drone for that,Airborne logistics activist,No roads? There's a drone for that,"A billion people in the world lack access to all-season roads. Could the structure of the internet provide a model for how to reach them? Andreas Raptopoulos of Matternet thinks so. He introduces a new type of transportation system that uses electric autonomous flying machines to deliver medicine, food, goods and supplies wherever they are needed."
2030203,258,569,1,35,TEDGlobal 2013,Peter Doolittle,"Peter Doolittle: How your ""working memory"" makes sense of the world",Educational psychology professor,"How your ""working memory"" makes sense of the world","Life comes at us very quickly, and what we need to do is take that amorphous flow of experience and somehow extract meaning from it. In this funny, enlightening talk, educational psychologist Peter Doolittle details the importance -- and limitations -- of your ""working memory,"" that part of the brain that allows us to make sense of what's happening right now."
2454860,992,811,1,38,TEDGlobal 2013,Suzana Herculano-Houzel,Suzana Herculano-Houzel: What is so special about the human brain?,Neuroscientist,What is so special about the human brain?,"The human brain is puzzling -- it is curiously large given the size of our bodies, uses a tremendous amount of energy for its weight and has a bizarrely dense cerebral cortex. But: why? Neuroscientist Suzana Herculano-Houzel puts on her detective's cap and leads us through this mystery. By making ""brain soup,"" she arrives at a startling conclusion."
5893321,582,870,1,43,TEDGlobal 2013,David Steindl-Rast,David Steindl-Rast: Want to be happy? Be grateful,Monk,Want to be happy? Be grateful,"The one thing all humans have in common is that each of us wants to be happy, says Brother David Steindl-Rast, a monk and interfaith scholar. And happiness, he suggests, is born from gratitude. An inspiring lesson in slowing down, looking where you’re going, and above all, being grateful."
921788,217,603,1,26,TEDGlobal 2013,Toby Eccles,Toby Eccles: Invest in social change,Social investment visionary,Invest in social change,"Here's a stat worth knowing: In the UK, 63% of men who finish short-term prison sentences are back inside within a year for another crime. Helping them stay outside involves job training, classes, therapy. And it would pay off handsomely -- but the government can't find the funds. Toby Eccles shares an imaginative idea for how to change that: the Social Impact Bond. It's an unusual bond that helps fund initiatives with a social goal through private money -- with the government paying back the investors (with interest) if the initiatives work."
4102503,534,762,1,37,TEDGlobal 2013,Sandra Aamodt,Sandra Aamodt: Why dieting doesn't usually work,Neuroscientist and science writer,Why dieting doesn't usually work,"In the US, 80% of girls have been on a diet by the time they're 10 years old. In this honest, raw talk, neuroscientist Sandra Aamodt uses her personal story to frame an important lesson about how our brains manage our bodies, as she explores the science behind why dieting not only doesn't work, but is likely to do more harm than good. She suggests ideas for how to live a less diet-obsessed life, intuitively."
1004872,170,830,1,27,TEDGlobal 2013,Mark Kendall,Mark Kendall: Demo: A needle-free vaccine patch that's safer and way cheaper,Biomedical engineer,Demo: A needle-free vaccine patch that's safer and way cheaper,"One hundred sixty years after the invention of the needle and syringe, we're still using them to deliver vaccines; it's time to evolve. Biomedical engineer Mark Kendall demos the Nanopatch, a one-centimeter-by-one-centimeter square vaccine that can be applied painlessly to the skin. He shows how this tiny piece of silicon can overcome four major shortcomings of the modern needle and syringe, at a fraction of the cost."
1852444,194,970,1,26,TEDGlobal 2013,Shereen El Feki,Shereen El Feki: A little-told tale of sex and sensuality,Arab sexuality expert,A little-told tale of sex and sensuality,"“If you really want to know a people, start by looking inside their bedrooms,"" says Shereen El Feki, who traveled through the Middle East for five years, talking to people about sex. While those conversations reflected rigid norms and deep repression, El Feki also discovered that sexual conservatism in the Arab world is a relatively new thing. She wonders: could a re-emergence of public dialogue lead to more satisfying, and safer, sex lives?"
691538,36,794,1,25,TEDGlobal 2013,Teddy Cruz,Teddy Cruz: How architectural innovations migrate across borders,Architect and urbanist,How architectural innovations migrate across borders,"As the world's cities undergo explosive growth, inequality is intensifying. Wealthy neighborhoods and impoverished slums grow side by side, the gap between them widening. In this eye-opening talk, architect Teddy Cruz asks us to rethink urban development from the bottom up. Sharing lessons from the slums of Tijuana, Cruz explores the creative intelligence of the city's residents and offers a fresh perspective on what we can learn from places of scarcity."
1185518,52,892,1,22,TEDGlobal 2013,Molly Stevens,Molly Stevens: A new way to grow bone,Biomaterials researcher,A new way to grow bone,"What does it take to regrow bone in mass quantities? Typical bone regeneration -- wherein bone is taken from a patient’s hip and grafted onto damaged bone elsewhere in the body -- is limited and can cause great pain just a few years after operation. In an informative talk, Molly Stevens introduces a new stem cell application that harnesses bone’s innate ability to regenerate and produces vast quantities of bone tissue painlessly."
1022945,78,957,1,26,TEDGlobal 2013,Siddharthan Chandran,Siddharthan Chandran: Can the damaged brain repair itself?,Regenerative neurologist,Can the damaged brain repair itself?,"After a traumatic brain injury, it sometimes happens that the brain can repair itself, building new brain cells to replace damaged ones. But the repair doesn't happen quickly enough to allow recovery from degenerative conditions like motor neuron disease (also known as Lou Gehrig's disease or ALS). Siddharthan Chandran walks through some new techniques using special stem cells that could allow the damaged brain to rebuild faster."
1210381,92,589,1,30,TEDGlobal 2013,Annette Heuser,Annette Heuser: The 3 agencies with the power to make or break economies,Rating agency reformer,The 3 agencies with the power to make or break economies,"The way we rate national economies is all wrong, says rating agency reformer Annette Heuser. With mysterious and obscure methods, three private US-based credit rating agencies wield immense power over national economies across the globe, and the outcomes can be catastrophic. But what if there was another way? In this bold talk, Heuser shares her vision for a nonprofit agency that would bring more equality and justice into the mix."
1797519,201,561,1,31,TEDGlobal 2012,Manu Prakash,Manu Prakash: A 50-cent microscope that folds like origami,"Physicist, inventor",A 50-cent microscope that folds like origami,"Perhaps you’ve punched out a paper doll or folded an origami swan? TED Fellow Manu Prakash and his team have created a microscope made of paper that's just as easy to fold and use. A sparkling demo that shows how this invention could revolutionize healthcare in developing countries … and turn almost anything into a fun, hands-on science experiment."
1424893,185,1031,1,24,TEDGlobal 2013,Anne-Marie Slaughter,"Anne-Marie Slaughter: Can we all ""have it all""?",Public policy thinker,"Can we all ""have it all""?","Public policy expert Anne-Marie Slaughter made waves with her 2012 article, ""Why women still can't have it all."" But really, is this only a question for women? Here Slaughter expands her ideas and explains why shifts in work culture, public policy and social mores can lead to more equality -- for men, women, all of us."
1474261,140,474,1,33,TEDGlobal 2013,Toby Shapshak,Toby Shapshak: You don't need an app for that,Technology writer,You don't need an app for that,"Are the simplest phones the smartest? While the rest of the world is updating statuses and playing games on smartphones, Africa is developing useful SMS-based solutions to everyday needs, says journalist Toby Shapshak. In this eye-opening talk, Shapshak explores the frontiers of mobile invention in Africa as he asks us to reconsider our preconceived notions of innovation."
2379244,79,587,1,26,TEDGlobal 2013,Carin Bondar,Carin Bondar: The birds and the bees are just the beginning,Wild sex biologist,The birds and the bees are just the beginning,"Think you know a thing or two about sex? Think again. In this fascinating talk, biologist Carin Bondar lays out the surprising science behind how animals get it on. (This talk describes explicit and aggressive sexual content.)"
1117996,84,792,1,25,TEDGlobal 2013,Stephen Burt,Stephen Burt: Why people need poetry,Poetry critic,Why people need poetry,"We're all going to die -- and poems can help us live with that. In a charming and funny talk, literary critic Stephen Burt takes us on a lyrical journey with some of his favorite poets, all the way down to a line break and back up to the human urge to imagine."
1013296,81,952,1,23,TEDGlobal 2013,Uri Alon,Uri Alon: Why science demands a leap into the unknown,Systems biologist,Why science demands a leap into the unknown,"While studying for his PhD in physics, Uri Alon thought he was a failure because all his research paths led to dead ends. But, with the help of improv theater, he came to realize that there could be joy in getting lost. A call for scientists to stop thinking of research as a direct line from question to answer, but as something more creative. It's a message that will resonate, no matter what your field."
21594632,297,598,1,45,TEDGlobal 2013,Julian Treasure,Julian Treasure: How to speak so that people want to listen,Sound consultant,How to speak so that people want to listen,"Have you ever felt like you're talking, but nobody is listening? Here's Julian Treasure to help. In this useful talk, the sound expert demonstrates the how-to's of powerful speaking — from some handy vocal exercises to tips on how to speak with empathy. A talk that might help the world sound more beautiful."
1445859,76,902,1,27,TEDGlobal 2013,Renata Salecl,Renata Salecl: Our unhealthy obsession with choice,Theorist,Our unhealthy obsession with choice,"We face an endless string of choices, which leads us to feel anxiety, guilt and pangs of inadequacy that we are perhaps making the wrong ones. But philosopher Renata Salecl asks: Could individual choices be distracting us from something bigger—our power as social thinkers? A bold call for us to stop taking personal choice so seriously and focus on the choices we're making collectively."
1213718,129,804,1,29,TEDGlobal 2014,Pia Mancini,Pia Mancini: How to upgrade democracy for the Internet era,Democracy activist,How to upgrade democracy for the Internet era,"Pia Mancini and her colleagues want to upgrade democracy in Argentina and beyond. Through their open-source mobile platform they want to bring citizens inside the legislative process, and run candidates who will listen to what they say."
1281466,105,1019,1,25,TEDGlobal 2014,Dilip Ratha,Dilip Ratha: The hidden force in global economics: sending money home,Remittances expert,The hidden force in global economics: sending money home,"In 2013, international migrants sent $413 billion home to families and friends — three times more than the total of global foreign aid (about $135 billion). This money, known as remittances, makes a significant difference in the lives of those receiving it and plays a major role in the economies of many countries. Economist Dilip Ratha describes the promise of these “dollars wrapped with love” and analyzes how they are stifled by practical and regulatory obstacles."
1942778,400,1237,1,31,TEDGlobal 2014,Glenn Greenwald,Glenn Greenwald: Why privacy matters,Journalist,Why privacy matters,"Glenn Greenwald was one of the first reporters to see -- and write about -- the Edward Snowden files, with their revelations about the United States' extensive surveillance of private citizens. In this searing talk, Greenwald makes the case for why you need to care about privacy, even if you're ""not doing anything you need to hide."""
1213251,80,677,1,28,TEDGlobal 2014,Jorge Soto,Jorge Soto: The future of early cancer detection?,Cancer technologist,The future of early cancer detection?,"Along with a crew of technologists and scientists, Jorge Soto is developing a simple, noninvasive, open-source test that looks for early signs of multiple forms of cancer. Onstage at TEDGlobal 2014, he demonstrates a working prototype of the mobile platform for the first time."
1119970,71,968,1,29,TEDGlobal 2014,Melissa Fleming,"Melissa Fleming: Let's help refugees thrive, not just survive",Voice for refugees,"Let's help refugees thrive, not just survive","Today's refugee crisis is the biggest since World War II, and it's growing. When this talk was given, 50 million people had been forcefully displaced from their homes by conflict and war; now the number is 65.3 million. There were 3 million Syrian refugees in 2014; now there are 4.9 million. Inside this overwhelming crisis are the individual human stories -- of care, growth and family, in the face of lost education, lost home, lost future. Melissa Fleming of the UN's refugee agency tells the refugees' stories -- and asks us to help them rebuild their world."
1239635,49,806,1,24,TEDGlobal 2014,Fred Swaniker,"Fred Swaniker: The leaders who ruined Africa, and the generation who can fix it",Educational entrepreneur,"The leaders who ruined Africa, and the generation who can fix it","Before he hit eighteen, Fred Swaniker had lived in Ghana, Gambia, Botswana and Zimbabwe. What he learned from a childhood across Africa was that while good leaders can't make much of a difference in societies with strong institutions, in countries with weak structures, leaders could make or break a country. In a passionate talk the entrepreneur and TED Fellow looks at different generations of African leaders and imagines how to develop the leadership of the future."
1215053,32,647,1,29,TEDGlobal 2014,Fabien Cousteau,Fabien Cousteau: What I learned from spending 31 days underwater,Ocean explorer and environmentalist,What I learned from spending 31 days underwater,"In 1963, Jacques Cousteau lived for 30 days in an underwater laboratory positioned on the floor of the Red Sea, and set a world record in the process. This summer, his grandson Fabien Cousteau broke that record. Cousteau the younger lived for 31 days aboard the Aquarius, an underwater research laboratory nine miles off the coast of Florida. In a charming talk he brings his wondrous adventure to life."
975953,110,926,1,26,TEDGlobal 2014,Kimberley Motley,Kimberley Motley: How I defend the rule of law,International litigator,How I defend the rule of law,"Every human deserves protection under their country’s laws — even when that law is forgotten or ignored. Sharing three cases from her international legal practice, Kimberley Motley, an American litigator practicing in Afghanistan and elsewhere, shows how a country’s own laws can bring both justice and “justness”: using the law for its intended purpose, to protect."
735649,71,915,1,26,TEDGlobal 2014,Alessandra Orofino,Alessandra Orofino: It’s our city. Let’s fix it,Political mobilization activist,It’s our city. Let’s fix it,"Too often, people feel checked out of politics — even at the level of their own city. But urban activist Alessandra Orofino thinks that can change, using a mix of tech and old-fashioned human connection. Sharing examples from her hometown of Rio, she says: ""It is up to us to decide whether we want schools or parking lots, recycling projects or construction sites, cars or buses, loneliness or solidarity."""
952385,28,852,1,23,TEDGlobal 2014,Ameenah Gurib-Fakim,Ameenah Gurib-Fakim: Humble plants that hide surprising secrets,President of Mauritius,Humble plants that hide surprising secrets,"In this intriguing talk, biologist Ameenah Gurib-Fakim introduces us to rare plant species from isolated islands and regions of Africa. Meet the shape-shifting benjoin; the baume de l'ile plate, which might offer a new treatment for asthma; and the iconic baobab tree, which could hold the key to the future of food. Plus: monkey apples."
1652993,54,949,1,28,TEDGlobal 2014,Alejandro Aravena,Alejandro Aravena: My architectural philosophy? Bring the community into the process,Urban architect,My architectural philosophy? Bring the community into the process,"When asked to build housing for 100 families in Chile ten years ago, Alejandro Aravena looked to an unusual inspiration: the wisdom of favelas and slums. Rather than building a large building with small units, he built flexible half-homes that each family could expand on. It was a complex problem, but with a simple solution — one that he arrived at by working with the families themselves. With a chalkboard and beautiful images of his designs, Aravena walks us through three projects where clever rethinking led to beautiful design with great benefit."
1660815,77,683,1,28,TEDGlobal 2014,Haas&Hahn,Haas&Hahn: How painting can transform communities,Favela painters,How painting can transform communities,"Artists Jeroen Koolhaas and Dre Urhahn create community art by painting entire neighborhoods, and involving those who live there -- from the favelas of Rio to the streets of North Philadelphia. What's made their projects succeed? In this funny and inspiring talk, the artists explain their art-first approach -- and the importance of a neighborhood barbecue."
1132771,100,896,1,28,TEDGlobal 2014,Michael Green,Michael Green: What the Social Progress Index can reveal about your country,Social progress expert,What the Social Progress Index can reveal about your country,"The term Gross Domestic Product is often talked about as if it were “handed down from god on tablets of stone.” But this concept was invented by an economist in the 1930s. We need a more effective measurement tool to match 21st century needs, says Michael Green: the Social Progress Index. With charm and wit, he shows how this tool measures societies across the three dimensions that actually matter. And reveals the dramatic reordering of nations that occurs when you use it."
1593079,320,1046,1,29,TEDGlobal 2014,Ethan Nadelmann,Ethan Nadelmann: Why we need to end the War on Drugs,Drug policy reformer,Why we need to end the War on Drugs,"Is the War on Drugs doing more harm than good? In a bold talk, drug policy reformist Ethan Nadelmann makes an impassioned plea to end the ""backward, heartless, disastrous"" movement to stamp out the drug trade. He gives two big reasons we should focus on intelligent regulation instead."
1019109,27,1453,2,26,TEDGlobal 2014,Vincent Moon and Naná Vasconcelos,Vincent Moon and Naná Vasconcelos: Hidden music rituals around the world,Music icon,Hidden music rituals around the world,"Vincent Moon travels the world with a backpack and a camera, filming astonishing music and ritual the world rarely sees -- from a powerful Sufi ritual in Chechnya to an ayahuasca journey in Peru. He hopes his films can help people see their own cultures in a new way, to make young people say: ""Whoa, my grandfather is as cool as Beyoncé."" Followed by a mesmerizing performance by jazz icon Naná Vasconcelos."
1682547,108,301,1,35,TEDGlobal 2014,Joe Landolina,Joe Landolina: This gel can make you stop bleeding instantly,medical inventor,This gel can make you stop bleeding instantly,"Forget stitches -- there's a better way to close wounds. In this talk, TED Fellow Joe Landolina talks about his invention -- a medical gel that can instantly stop traumatic bleeding without the need to apply pressure. (Contains medical images.)"
1454878,103,995,1,28,TEDGlobal 2014,Mark Plotkin,Mark Plotkin: What the people of the Amazon know that you don't,Amazonian ethnobotanist,What the people of the Amazon know that you don't,"The greatest and most endangered species in the Amazon rainforest is not the jaguar or the harpy eagle, says Mark Plotkin, ""It's the isolated and uncontacted tribes."" In an energetic and sobering talk, the ethnobotanist brings us into the world of the forest's indigenous tribes and the incredible medicinal plants that their shamans use to heal. He outlines the challenges and perils that are endangering them — and their wisdom — and urges us to protect this irreplaceable repository of knowledge."
1104834,87,875,1,26,TEDGlobal 2014,Oren Yakobovich,Oren Yakobovich: Hidden cameras that film injustice in the world’s most dangerous places,Human-rights activist,Hidden cameras that film injustice in the world’s most dangerous places,"To see is to believe, says Oren Yakobovich — which is why he helps everyday people use hidden cameras to film dangerous situations of violence, political fraud and abuse. His organization, Videre, uncovers, verifies and publicizes human-rights abuses that the world needs to witness."
817014,48,590,1,39,TEDGlobal 2014,Aakash Odedra,"Aakash Odedra: A dance in a hurricane of paper, wind and light",Choreographer,"A dance in a hurricane of paper, wind and light","Choreographer Aakash Odedra is dyslexic and has always felt that his best expression comes through movement. “Murmur” is his ode to that experience, teaming up with co-creators Lewis Major and Ars Electronica Futurelab. Watch him spin his way through the center of a storm, as pages of books take flight all around him."
755399,42,862,1,24,TEDGlobal 2014,Jose Miguel Sokoloff,Jose Miguel Sokoloff: How Christmas lights helped guerrillas put down their guns,Anti-guerrilla creative,How Christmas lights helped guerrillas put down their guns,"“In my lifetime, I have never lived one day of peace in my country,” says Jose Miguel Sokoloff. This ad executive from Colombia saw a chance to help guerrilla fighters choose to come home -- with smart marketing. He shares how some creative, welcoming messages have helped thousands of guerrillas decide to put down their weapons -- and the key insights behind these surprising tactics."
695961,113,365,1,32,TEDGlobal 2014,Anastasia Taylor-Lind,Anastasia Taylor-Lind: Fighters and mourners of the Ukrainian revolution,Documentary photographer,Fighters and mourners of the Ukrainian revolution,"“Men fight wars, and women mourn them,” says documentary photographer Anastasia Taylor-Lind. With stark, arresting images from the Maidan protests in Ukraine, the TED Fellow shows us intimate faces from the revolution. A grim and beautiful talk."
1824724,386,354,1,32,TEDGlobal 2014,Catherine Crump,Catherine Crump: The small and surprisingly dangerous detail the police track about you,Attorney + privacy advocate,The small and surprisingly dangerous detail the police track about you,"A very unsexy-sounding piece of technology could mean that the police know where you go, with whom, and when: the automatic license plate reader. These cameras are innocuously placed all across small-town America to catch known criminals, but as lawyer and TED Fellow Catherine Crump shows, the data they collect in aggregate could have disastrous consequences for everyone the world over."
1307615,65,328,1,32,TEDGlobal 2014,Dave Troy,Dave Troy: Social maps that reveal a city's intersections — and separations,Technologist,Social maps that reveal a city's intersections — and separations,"Every city has its neighborhoods, cliques and clubs, the hidden lines that join and divide people in the same town. What can we learn about cities by looking at what people share online? Starting with his own home town of Baltimore, Dave Troy has been visualizing what the tweets of city dwellers reveal about who lives there, who they talk to — and who they don’t."
1278162,35,815,1,22,TEDGlobal 2014,Bruno Torturra,Bruno Torturra: Got a smartphone? Start broadcasting,Livestreaming activist,Got a smartphone? Start broadcasting,"In 2011, journalist Bruno Torturra covered a protest in São Paulo which turned ugly. His experience of being teargassed had a profound effect on the way he thought about his work, and he quit his job to focus on broadcasting raw, unedited experiences online. In this fascinating talk, he shares some of the ways in which he's experimented with livestreaming on the web, and how in the process he has helped to create a very modern media network."
966645,43,322,1,34,TEDGlobal 2014,Mundano,Mundano: Trash cart superheroes,Graffiti artist + activist,Trash cart superheroes,"In Brazil, ""catadores"" collect junk and recyclables. But while they provide a vital service that benefits all, they are nearly invisible as they roam the streets. Enter graffiti artist Mundano, a TED Fellow. In a spirited talk, he describes his project ""Pimp My Carroça,"" which has transformed these heroic workers' carts into things of beauty and infused them with a sense of humor. It's a movement that is going global."
1266639,31,345,1,31,TEDGlobal 2014,Asha de Vos,Asha de Vos: Why you should care about whale poo,Protector of whales,Why you should care about whale poo,"Whales have a surprising and important job, says marine biologist Asha de Vos: these massive creatures are ecosystem engineers, keeping the oceans healthy and stable by ... well, by pooping, for a start. Learn from de Vos, a TED Fellow, about the undervalued work that whales do to help maintain the stability and health of our seas -- and our planet."
877692,22,916,1,25,TEDGlobal 2014,Tasso Azevedo,Tasso Azevedo: Hopeful lessons from the battle to save rainforests,Forester and sustainability activist,Hopeful lessons from the battle to save rainforests,"Save the rainforest is an environmental slogan as old as time — but Tasso Azevedo catches us up on how the fight is actually going these days. Spurred by the jaw-dropping losses of the 1990s, new laws (and transparent data) are helping slow the rate of deforestation in Brazil. Is it enough? Not yet. He has five ideas about what we should do next. And he asks if the lessons learned in Brazil could be applied to an even bigger problem: global climate change."
1601624,70,985,1,24,TEDGlobal 2014,Navi Radjou,Navi Radjou: Creative problem-solving in the face of extreme limits,Innovation strategist,Creative problem-solving in the face of extreme limits,"Navi Radjou has spent years studying ""jugaad,"" also known as frugal innovation. Pioneered by entrepreneurs in emerging markets who figured out how to get spectacular value from limited resources, the practice has now caught on globally. Peppering his talk with a wealth of examples of human ingenuity at work, Radjou also shares three principles for how we can all do more with less."
972816,32,962,1,25,TEDGlobal 2014,Robert Swan,Robert Swan: Let's save the last pristine continent,Polar explorer,Let's save the last pristine continent,"2041 will be a pivotal year for our planet. That year will mark the end of a 50-year agreement to keep Antarctica, the Earth’s last pristine continent, free of exploitation. Explorer Robert Swan — the first person to walk both the North and South Poles — is on a mission to ensure that we extend that treaty. With passion and vigor, he pleads with us to choose the preservation of the Antarctic for our own survival."
906025,42,888,1,23,TEDGlobal 2014,Robert Muggah,Robert Muggah: How to protect fast-growing cities from failing,Megacities expert,How to protect fast-growing cities from failing,"Worldwide, violence is on the decline, but in the crowded cities of the global south — cities like Aleppo, Bamako and Caracas — violence is actually accelerating, fueled by the drug trade, mass unemployment and civil unrest. Security researcher Robert Muggah turns our attention toward these ""fragile cities,"" super-fast-growing places where infrastructure is weak and government often ineffective. He shows us the four big risks we face, and offers a way to change course."
1818659,116,967,1,32,TEDGlobal 2014,Matthieu Ricard,Matthieu Ricard: How to let altruism be your guide,"Monk, author, photographer",How to let altruism be your guide,"What is altruism? Put simply, it's the wish that other people may be happy. And, says Matthieu Ricard, a happiness researcher and a Buddhist monk, altruism is also a great lens for making decisions, both for the short and long term, in work and in life."
976621,33,727,1,25,TEDGlobal 2014,Joe Madiath,"Joe Madiath: Better toilets, better life",Social entrepreneur,"Better toilets, better life","In rural India, the lack of toilets creates a big, stinking problem. It leads to poor quality water, one of the leading causes of disease in India, and has a disproportionately negative effect on women. Joe Madiath introduces a program to help villagers help themselves, by building clean, protected water and sanitation systems and requiring everyone in the village to collaborate -- with significant benefits that ripple across health, education and even government."
1304427,113,1137,1,27,TEDGlobal 2014,Miguel Nicolelis,Miguel Nicolelis: Brain-to-brain communication has arrived. How we did it,Neuroscientist,Brain-to-brain communication has arrived. How we did it,"You may remember neuroscientist Miguel Nicolelis — he built the brain-controlled exoskeleton that allowed a paralyzed man to kick the first ball of the 2014 World Cup. What’s he working on now? Building ways for two minds (rats and monkeys, for now) to send messages brain to brain. Watch to the end for an experiment that, as he says, will go to ""the limit of your imagination."""
753002,33,961,1,19,TEDGlobal 2014,Severine Autesserre,"Severine Autesserre: To solve mass violence, look to locals",Peace and conflict researcher,"To solve mass violence, look to locals","Severine Autesserre studies the Democratic Republic of Congo, which is in the middle of the deadliest conflict since World War II; it's been called ""the largest ongoing humanitarian crisis in the world.” The conflict seems hopelessly, unsolvably large. But her insight from decades of listening and engaging: The conflicts are often locally based. And instead of focusing on solutions that scale to a national level, leaders and aid groups might be better served solving local crises before they ignite."
1356917,339,278,1,36,TEDGlobal 2014,Bassam Tariq,Bassam Tariq: The beauty and diversity of Muslim life,Creative spirit,The beauty and diversity of Muslim life,"Bassam Tariq is a blogger, a filmmaker, and a halal butcher -- but one thread unites his work: His joy in the diversity, the humanness of our individual experiences. In this charming talk, he shares clips from his film ""These Birds Walk"" and images from his tour of 30 mosques in 30 days -- and reminds us to consider the beautiful complexity within us all."
1120694,46,974,1,22,TEDGlobal 2014,Zeynep Tufekci,"Zeynep Tufekci: Online social change: easy to organize, hard to win",Techno-sociologist,"Online social change: easy to organize, hard to win","Today, a single email can launch a worldwide movement. But as sociologist Zeynep Tufekci suggests, even though online activism is easy to grow, it often doesn't last. Why? She compares modern movements -- Gezi, Ukraine, Hong Kong -- to the civil rights movement of the 1960s, and uncovers a surprising benefit of organizing protest movements the way it happened before Twitter."
2482234,54,541,1,28,TEDGlobal 2013,Tom Wujec,"Tom Wujec: Got a wicked problem? First, tell me how you make toast",Designer,"Got a wicked problem? First, tell me how you make toast","Making toast doesn’t sound very complicated -- until someone asks you to draw the process, step by step. Tom Wujec loves asking people and teams to draw how they make toast, because the process reveals unexpected truths about how we can solve our biggest, most complicated problems at work. Learn how to run this exercise yourself, and hear Wujec’s surprising insights from watching thousands of people draw toast."
2610440,100,1302,1,29,TEDGlobal 2014,Ricardo Semler,Ricardo Semler: How to run a company with (almost) no rules,Organizational changemaker,How to run a company with (almost) no rules,"What if your job didn't control your life? Brazilian CEO Ricardo Semler practices a radical form of corporate democracy, rethinking everything from board meetings to how workers report their vacation days (they don't have to). It's a vision that rewards the wisdom of workers, promotes work-life balance — and leads to some deep insight on what work, and life, is really all about. Bonus question: What if schools were like this too?"
818556,37,305,1,41,TEDGlobal 2014,Laura Boushnak,"Laura Boushnak: For these women, reading is a daring act",Photographer,"For these women, reading is a daring act","In some parts of the world, half of the women lack basic reading and writing skills. The reasons vary, but in many cases, literacy isn't valued by fathers, husbands, even mothers. Photographer and TED Fellow Laura Boushnak traveled to countries including Yemen, Egypt and Tunisia to highlight brave women -- schoolgirls, political activists, 60-year-old moms -- who are fighting the statistics."
1096201,62,424,1,25,TEDGlobal 2014,Angelo Vermeulen,"Angelo Vermeulen: How to go to space, without having to go to space","Space researcher, biologist, artist","How to go to space, without having to go to space","We will start inhabiting outer space, says Angelo Vermeulen, crew commander of a NASA-funded Mars simulation. ""It might take 50 years or it might take 500 years, but it's going to happen."" In this charming talk, the TED Senior Fellow describes some of his official work to make sure humans are prepared for life in deep space ... and shares a fascinating art project in which he challenged people worldwide to design homes we might live in there."
1149837,45,1093,1,28,TEDGlobal 2014,Khalida Brohi,Khalida Brohi: How I work to protect women from honor killings,Women’s rights activist and entrepreneur,How I work to protect women from honor killings,"Nearly 1000 ""honor"" killings are reported in Pakistan each year, murders by a family member for behavior deemed ""shameful,"" such as a relationship outside of marriage. When Khalida Brohi lost a close friend to the practice, she resolved to campaign against it. Yet she met resistance from an unlikely source: the very community she hoped to protect. In this powerful, honest talk, Brohi shares how she took a hard look at her own process, and offers sharp insights for other passionate activists."
741287,49,364,1,29,TEDGlobal 2014,Jon Gosier,"Jon Gosier: The problem with ""trickle-down techonomics""","Investor, data scientist, entrepreneur","The problem with ""trickle-down techonomics""","Hooray for technology! It makes everything better for everyone!! Right? Well, no. When a new technology, like ebooks or health trackers, is only available to some people, it has unintended consequences for all of us. Jon Gosier, a TED Fellow and tech investor, calls out the idea of ""trickle-down techonomics,"" and shares powerful examples of how new tech can make things actually worse if it's not equally distributed. As he says, ""the real innovation is in finding ways to include everyone."""
